"filename", "language", "pip requirements", "comment", "blank", "total"
"/home/si-hj/Desktop/medsegnet/wandb/run-20250402_102433-7rxth8uq/files/requirements.txt", "pip requirements", 238, 0, 1, 239
"/home/si-hj/Desktop/medsegnet/wandb/run-20250402_102519-z0cj3uj5/files/requirements.txt", "pip requirements", 238, 0, 1, 239
"/home/si-hj/Desktop/medsegnet/wandb/run-20250402_102553-98btf6g8/files/requirements.txt", "pip requirements", 238, 0, 1, 239
"/home/si-hj/Desktop/medsegnet/wandb/run-20250402_103637-9j1jt62y/files/requirements.txt", "pip requirements", 238, 0, 1, 239
"/home/si-hj/Desktop/medsegnet/wandb/run-20250402_103755-npt2ttk4/files/requirements.txt", "pip requirements", 238, 0, 1, 239
"/home/si-hj/Desktop/medsegnet/wandb/run-20250402_103838-tx2ji2e8/files/requirements.txt", "pip requirements", 238, 0, 1, 239
"/home/si-hj/Desktop/medsegnet/wandb/run-20250402_121436-f082zi8q/files/requirements.txt", "pip requirements", 238, 0, 1, 239
"/home/si-hj/Desktop/medsegnet/wandb/run-20250402_121940-369zl44l/files/requirements.txt", "pip requirements", 238, 0, 1, 239
"/home/si-hj/Desktop/medsegnet/wandb/run-20250402_132241-hxmy7pxr/files/requirements.txt", "pip requirements", 238, 0, 1, 239
"/home/si-hj/Desktop/medsegnet/wandb/run-20250402_132308-w62be3o0/files/requirements.txt", "pip requirements", 238, 0, 1, 239
"/home/si-hj/Desktop/medsegnet/wandb/run-20250402_135610-fimqtpwt/files/requirements.txt", "pip requirements", 238, 0, 1, 239
"/home/si-hj/Desktop/medsegnet/wandb/run-20250402_135806-mdm7jv5g/files/requirements.txt", "pip requirements", 238, 0, 1, 239
"/home/si-hj/Desktop/medsegnet/wandb/run-20250402_140918-djta71z7/files/requirements.txt", "pip requirements", 238, 0, 1, 239
"/home/si-hj/Desktop/medsegnet/wandb/run-20250402_142707-nefc71wb/files/requirements.txt", "pip requirements", 238, 0, 1, 239
"Total", "-", 3332, 0, 14, 3346
